n_particles,run,Ts,I,SD,Success,Type
5,56,70.35109812744705,400,703.5109812744705,0,RL
5,57,87.1847788147963,400,871.847788147963,0,Fixed
5,57,11.12399811834263,19,893.7504992809324,1,RL
5,58,83.65393092559825,400,836.5393092559824,0,Fixed
5,58,9.139934917180042,41,662.9860707612917,1,RL
5,59,11.44996695437179,15,964.3509061888751,1,Fixed
5,59,19.421335667446748,33,749.2611755476573,1,RL
5,60,65.00359538176374,400,650.0359538176375,0,Fixed
5,60,80.0875116439465,400,800.875116439465,0,RL
5,61,21.44645383239603,20,722.119349156151,1,Fixed
5,61,62.4105753382669,400,624.105753382669,0,RL
5,62,22.595217907494327,17,756.4686955225378,1,Fixed
5,62,14.825200581275947,20,680.761329532804,1,RL
5,63,21.170806695851915,16,796.8730200960485,1,Fixed
5,63,91.93604273853266,400,919.3604273853266,0,RL
5,64,6.175709533695545,19,795.13269171573,1,Fixed
5,64,23.263182507423533,22,818.2190033910824,1,RL
5,65,71.4474003879499,400,714.4740038794989,0,Fixed
5,65,9.194895536123061,18,692.186787743708,1,RL
5,66,65.63758676976119,400,656.3758676976119,0,Fixed
5,66,81.96403989969656,400,819.6403989969656,0,RL
5,67,79.37741915550723,400,793.7741915550722,0,Fixed
5,67,7.834133597542262,17,683.3995981331886,1,RL
5,68,40.55439598287285,400,405.5439598287285,0,Fixed
5,68,87.23467830120919,400,872.3467830120919,0,RL
5,69,49.74737602341649,400,497.47376023416496,0,Fixed
5,69,17.92823691333851,26,667.3327935330261,1,RL
5,70,12.166388770814127,17,613.4614752203634,1,Fixed
5,70,46.5304838232287,400,465.304838232287,0,RL
5,71,63.445158581064426,400,634.4515858106442,0,Fixed
5,71,63.027556109205285,400,630.2755610920528,0,RL
5,72,10.76540071320436,12,1015.3188255223245,1,Fixed
5,72,13.189741695284633,42,798.5754067975324,1,RL
5,73,95.83832686892929,400,958.3832686892929,0,Fixed
5,73,87.38135480595581,400,873.8135480595581,0,RL
5,74,21.535294199782335,18,727.2960683619604,1,Fixed
5,74,13.359828340295113,22,1004.6767886569095,1,RL
5,75,18.78101157475104,20,954.9957293450448,1,Fixed
5,75,78.80385744940716,400,788.0385744940717,0,RL
5,76,7.881663919675555,18,806.3992716935484,1,Fixed
5,76,16.105436301588362,233,594.8921108489563,1,RL
5,77,13.807533289202585,16,610.0200009846048,1,Fixed
5,77,85.37745060613798,400,853.7745060613798,0,RL
5,78,9.821034168958565,24,841.4252258385103,1,Fixed
5,78,80.66549349878531,400,806.6549349878532,0,RL
5,79,94.94562585709839,400,949.4562585709839,0,Fixed
5,79,11.022060814545695,21,814.3896775124772,1,RL
5,80,16.451475978983144,18,863.0855370996098,1,Fixed
5,80,69.77889056415547,400,697.7889056415547,0,RL
5,81,31.68701421294502,22,853.2878327683022,1,Fixed
5,81,25.363293915605077,20,1246.3404312511607,1,RL
5,82,85.15526560701083,400,851.5526560701084,0,Fixed
5,82,42.21506461773108,400,422.1506461773108,0,RL
5,83,18.286504027334882,18,763.3039841163973,1,Fixed
5,83,17.509060495532875,20,873.6163764914586,1,RL
5,84,82.22179678135392,400,822.2179678135392,0,Fixed
5,84,49.153663864547966,400,491.5366386454797,0,RL
5,85,22.677533347978567,23,708.9983574657001,1,Fixed
5,85,60.42692104198379,400,604.2692104198379,0,RL
5,86,15.220726489264559,19,760.5394867480875,1,Fixed
5,86,74.15938874716838,400,741.5938874716837,0,RL
5,87,64.82933164207617,400,648.2933164207617,0,Fixed
5,87,90.14908985178903,400,901.4908985178903,0,RL
5,88,79.22858836165608,400,792.2858836165608,0,Fixed
5,88,15.802786842464624,34,1048.1101808796366,1,RL
5,89,62.46625252602398,400,624.6625252602398,0,Fixed
5,89,84.97865969561661,400,849.7865969561661,0,RL
5,90,10.88229670026803,21,1119.383031101665,1,Fixed
5,90,8.707209974938946,17,643.2454663761645,1,RL
5,91,19.149322009797228,23,840.2191822460751,1,Fixed
5,91,73.97163744308433,400,739.7163744308433,0,RL
5,92,21.449833739730003,24,1018.4046467722553,1,Fixed
5,92,48.39722530039115,400,483.9722530039115,0,RL
5,93,18.820591676327854,15,953.2003110529923,1,Fixed
5,93,48.544734781353895,400,485.44734781353895,0,RL
5,94,20.08257962258334,15,892.1103790279209,1,Fixed
5,94,15.22897844777547,23,618.1962809339054,1,RL
5,95,23.33917247095659,21,818.9817570996761,1,Fixed
5,95,47.84765390535405,400,478.4765390535405,0,RL
5,96,86.53538540775416,400,865.3538540775417,0,Fixed
5,96,21.24942463009138,35,951.814954864325,1,RL
5,97,22.972649047453157,18,928.0411816097995,1,Fixed
5,97,12.608928922552352,22,900.2524472851578,1,RL
5,98,32.625112395914506,400,326.25112395914505,0,Fixed
5,98,21.30585860590786,20,630.1336068915274,1,RL
5,99,25.205598890182564,28,957.263177722769,1,Fixed
5,99,11.53063387513559,26,672.5852824603492,1,RL
5,100,56.12551737302938,400,561.2551737302938,0,Fixed
5,100,12.500879199404556,17,885.5075308090843,1,RL
5,101,74.95515244768835,400,749.5515244768835,0,Fixed
5,101,164.03120725714678,400,1640.3120725714678,0,RL
5,102,12.297268367937283,18,725.7462717313663,1,Fixed
5,102,70.33188152598329,400,703.318815259833,0,RL
5,103,16.523275519222658,20,892.1159092119772,1,Fixed
5,103,18.46889557527169,15,876.9125008172574,1,RL
5,104,14.73059193507504,19,701.7690410803107,1,Fixed
5,104,15.221522779955828,20,913.555193349211,1,RL
5,105,12.021385768297097,21,861.6730074681484,1,Fixed
5,105,70.1414972194066,400,701.4149721940661,0,RL
5,106,18.301811588054253,21,800.7473748321178,1,Fixed
5,106,78.67953240434602,400,786.7953240434601,0,RL
5,107,81.50806555959737,400,815.0806555959737,0,Fixed
5,107,6.212811269533643,15,646.867096074219,1,RL
5,108,16.770142453051385,21,716.1959049188328,1,Fixed
5,108,23.87964597386331,400,238.79645973863308,0,RL
5,109,19.249994284677975,20,681.5468261440978,1,Fixed
5,109,71.22379777475021,400,712.2379777475021,0,RL
5,110,68.62716025294645,400,686.2716025294645,0,Fixed
5,110,64.25107738592928,400,642.5107738592928,0,RL
5,111,24.90043415438989,16,855.6759650449984,1,Fixed
5,111,10.712762015204145,31,792.8156675629714,1,RL
5,112,96.43108187139373,400,964.3108187139374,0,Fixed
5,112,10.292116710831031,11,715.7662643441788,1,RL
5,113,12.574577799740162,14,844.4915187054198,1,Fixed
5,113,12.346475077871663,22,927.0596821211193,1,RL
5,114,11.18503298797815,20,916.2415545159328,1,Fixed
5,114,58.432239999404715,400,584.3223999940471,0,RL
5,115,11.677526311514765,17,588.5914551564592,1,Fixed
5,115,8.580824306488678,27,660.3014786600932,1,RL
5,116,19.812973733425434,16,753.4693708285282,1,Fixed
5,116,64.35202627721557,400,643.5202627721558,0,RL
5,117,9.028263548505006,15,627.9547043252288,1,Fixed
5,117,18.378319202885635,22,995.9817397657926,1,RL
5,118,32.216220213185586,22,974.3632200845333,1,Fixed
5,118,13.07945012359448,17,629.0824827127171,1,RL
5,119,90.73918657892769,400,907.3918657892768,0,Fixed
5,119,14.03952677763381,21,831.8008938933372,1,RL
5,120,12.243267362173688,23,700.0270980053817,1,Fixed
5,120,68.49572090376833,400,684.9572090376834,0,RL
5,121,11.831476914276937,15,783.5180804711135,1,Fixed
5,121,18.36841069598655,20,677.3717379707455,1,RL
5,122,15.494949353494135,21,757.8331487313911,1,Fixed
5,122,62.722023533403615,400,627.2202353340361,0,RL
5,123,22.764701914977653,22,897.2024199986445,1,Fixed
5,123,63.916610593940426,400,639.1661059394042,0,RL
5,124,7.177656618032006,14,769.2647671942672,1,Fixed
5,124,55.033149068465676,400,550.3314906846567,0,RL
5,125,12.670837816638123,15,715.7191751856112,1,Fixed
5,125,25.664356801242086,25,929.207008783957,1,RL
5,126,13.17772234009767,19,901.5055685483479,1,Fixed
5,126,28.222178406752523,23,974.1993743382681,1,RL
5,127,69.96114666309981,400,699.6114666309982,0,Fixed
5,127,50.78230042891213,400,507.8230042891213,0,RL
5,128,25.50465151092724,18,893.535835511506,1,Fixed
5,128,34.13302400599112,23,1095.749384113314,1,RL
5,129,89.62899541128343,400,896.2899541128343,0,Fixed
5,129,10.151176878980781,18,652.1114684435671,1,RL
5,130,20.605451063573,17,785.3854732099196,1,Fixed
5,130,60.78743773530076,400,607.8743773530076,0,RL
5,131,15.148900193759966,20,812.3503094132878,1,Fixed
5,131,35.2603561850893,400,352.603561850893,0,RL
5,132,6.421820448677501,20,777.5287745995424,1,Fixed
5,132,9.951062069058292,17,756.4105959148499,1,RL
5,133,71.2481678522128,400,712.481678522128,0,Fixed
5,133,70.26906409273329,400,702.6906409273329,0,RL
5,134,11.973746611928359,16,656.8174177735575,1,Fixed
5,134,61.91242945135557,400,619.1242945135557,0,RL
5,135,7.018158760674342,27,758.5754612962318,1,Fixed
5,135,18.01008356037452,18,771.3436888048172,1,RL
5,136,11.284143750118867,12,677.5279009236938,1,Fixed
5,136,11.581968131911463,14,487.69887657651697,1,RL
5,137,14.65284016457775,13,649.1828584957881,1,Fixed
5,137,12.537869930563925,16,869.0983793343042,1,RL
5,138,100.55880420068844,400,1005.5880420068844,0,Fixed
5,138,7.096518354331565,18,1012.9470573700266,1,RL
5,139,11.409896952335801,12,678.7482682755742,1,Fixed
5,139,27.786887881573353,16,1041.5163703569299,1,RL
5,140,12.696872287212303,26,772.166191677618,1,Fixed
5,140,16.961678058894353,25,993.9200319570843,1,RL
5,141,11.377521439731273,27,860.0733704681379,1,Fixed
5,141,28.443406171496555,26,856.3244074117671,1,RL
5,142,11.246345517244844,13,565.2181047887357,1,Fixed
5,142,26.76412882968743,21,985.2832637640163,1,RL
5,143,18.4000361713289,16,792.8396747173067,1,Fixed
5,143,10.438597331178864,15,710.8595415983882,1,RL
5,144,84.47608470366266,400,844.7608470366266,0,Fixed
5,144,77.5031042001988,400,775.0310420019881,0,RL
5,145,14.240820003326295,22,920.3574219052682,1,Fixed
5,145,11.787365766473634,16,506.92595655504704,1,RL
5,146,23.050790904228784,27,795.8286611999655,1,Fixed
5,146,86.50185997337536,400,865.0185997337536,0,RL
5,147,13.88843104118628,25,790.0294813315279,1,Fixed
5,147,28.10276035933261,15,891.8953502436631,1,RL
5,148,13.58673219116361,16,620.9090908017085,1,Fixed
5,148,63.457974779283255,400,634.5797477928326,0,RL
5,149,35.0956281555037,400,350.956281555037,0,Fixed
5,149,6.730787737479751,39,623.8429658227731,1,RL
5,150,17.65771443852652,25,804.8921036465674,1,Fixed
5,150,14.672611084698914,15,744.0461183268243,1,RL
5,151,7.480652648899904,16,657.3615894465618,1,Fixed
5,151,43.8784747494935,400,438.784747494935,0,RL
5,152,27.4085420733194,17,1120.2043827590323,1,Fixed
5,152,30.169863013725767,282,1161.0602820260196,1,RL
5,153,86.84585575820098,400,868.4585575820098,0,Fixed
5,153,10.069849204116355,14,614.4927191497948,1,RL
5,154,14.511622614535037,15,878.5084692300914,1,Fixed
5,154,75.06118161653453,400,750.6118161653452,0,RL
5,155,10.158630621305193,18,828.4364937397365,1,Fixed
5,155,24.670503689505715,62,744.730525409729,1,RL
5,156,9.29021194363202,14,759.9967133579748,1,Fixed
5,156,103.812751808103,400,1038.12751808103,0,RL
5,157,19.024042002819584,15,755.7313529171886,1,Fixed
5,157,107.8085200648884,400,1078.085200648884,0,RL
5,158,68.33690074753329,400,683.3690074753329,0,Fixed
5,158,17.000899648270156,21,970.7692463784705,1,RL
5,159,108.22843269787722,400,1082.2843269787722,0,Fixed
5,159,74.28507510132788,400,742.8507510132788,0,RL
5,160,7.500404926851326,30,697.1598185745127,1,Fixed
5,160,8.97100427288137,56,578.8399154160202,1,RL
5,161,47.401570015612734,400,474.0157001561273,0,Fixed
5,161,18.066736535084562,27,962.449973036322,1,RL
5,162,13.287831490937716,20,853.2645284459237,1,Fixed
5,162,62.36049423372374,400,623.6049423372374,0,RL
5,163,18.986384995217847,11,878.7799773465905,1,Fixed
5,163,20.027283554016666,19,718.2262839888856,1,RL
5,164,11.797279270724983,23,743.3320396165917,1,Fixed
5,164,34.81514935289944,400,348.15149352899437,0,RL
5,165,7.758154511829237,21,958.4656761990994,1,Fixed
5,165,93.02747379449067,400,930.2747379449067,0,RL
5,166,15.488097014116676,34,952.6059971879146,1,Fixed
5,166,109.28524407740201,400,1092.8524407740201,0,RL
5,167,64.72160582525649,400,647.2160582525648,0,Fixed
5,167,16.625766440641417,21,734.1352333157893,1,RL
5,168,18.460111513740806,24,794.9177158537708,1,Fixed
5,168,6.973447917878383,16,494.78509917016663,1,RL
5,169,44.88804858958486,400,448.8804858958486,0,Fixed
5,169,11.473222429784123,31,717.8949143309419,1,RL
5,170,10.163274722048298,16,726.6575471558133,1,Fixed
5,170,10.525182519956822,44,789.9471779747104,1,RL
5,171,20.098666108094225,20,816.4683491702294,1,Fixed
5,171,29.110456019720925,400,291.10456019720925,0,RL
5,172,14.560108586012461,16,799.0016766624233,1,Fixed
5,172,9.350540720686194,18,737.1630446635321,1,RL
5,173,21.97298193864492,20,933.2245702361417,1,Fixed
5,173,34.00635773519017,35,1250.120174132117,1,RL
5,174,9.759736251552498,17,838.0697261345015,1,Fixed
5,174,16.926297874475306,20,773.0813080129791,1,RL
5,175,54.18265177744,400,541.8265177744,0,Fixed
5,175,70.13057581935115,400,701.3057581935116,0,RL
5,176,46.0781725532422,400,460.781725532422,0,Fixed
5,176,7.999251747951618,25,967.6520317005219,1,RL
5,177,16.497608584511166,21,839.2596451783488,1,Fixed
5,177,25.912217821950442,27,1132.8246577941088,1,RL
5,178,73.55262234216664,400,735.5262234216665,0,Fixed
5,178,12.344636928973756,43,617.9705917213857,1,RL
5,179,6.86735220451464,8,697.1322101494342,1,Fixed
5,179,11.120034398552061,25,936.8772608692865,1,RL
5,180,92.90149062787881,400,929.0149062787882,0,Fixed
5,180,23.672409809624952,400,236.72409809624952,0,RL
5,181,22.44260040862227,17,738.0720124151403,1,Fixed
5,181,11.932425542404387,19,916.1431398404726,1,RL
5,182,11.929466151971997,12,682.6463840629648,1,Fixed
5,182,10.038633898326843,16,920.0602939564503,1,RL
5,183,14.835387270345379,18,942.0585534588581,1,Fixed
5,183,62.346535850520056,400,623.4653585052006,0,RL
5,184,11.539859514132809,16,1033.6983143065206,1,Fixed
5,184,14.004947992310836,19,1014.6848164622336,1,RL
5,185,23.123860318870296,18,840.4863645867983,1,Fixed
5,185,91.84100305077781,400,918.4100305077782,0,RL
5,186,9.617527379607122,16,840.753747787949,1,Fixed
5,186,35.2834808772118,400,352.834808772118,0,RL
5,187,101.10995970673227,400,1011.0995970673226,0,Fixed
5,187,7.524988937285363,13,602.2861898656259,1,RL
5,188,66.45390615156802,400,664.5390615156801,0,Fixed
5,188,33.84565821301133,400,338.45658213011336,0,RL
5,189,78.48461426602609,400,784.8461426602609,0,Fixed
5,189,11.262969728453795,28,621.9721803356765,1,RL
5,190,25.35333357224362,22,738.2107497790303,1,Fixed
5,190,78.94690199261251,400,789.469019926125,0,RL
5,191,26.22333428003592,20,910.1407046630859,1,Fixed
5,191,11.418747908839695,8,843.0928525913896,1,RL
5,192,26.20594631125964,19,904.0856382788764,1,Fixed
5,192,23.83793027285811,26,1105.5769710833936,1,RL
5,193,106.41105315908669,400,1064.110531590867,0,Fixed
5,193,9.153631659995884,14,670.22048212515,1,RL
5,194,14.58013597208191,19,932.8940485011166,1,Fixed
5,194,6.113081465602471,23,766.9350718918702,1,RL
5,195,86.75958320534937,400,867.5958320534937,0,Fixed
5,195,38.51428172674311,400,385.14281726743104,0,RL
5,196,24.03477056122955,21,966.8383289905141,1,Fixed
5,196,14.621646516176478,64,1241.7928002273657,1,RL
5,197,12.994486051638996,18,615.8202848003589,1,Fixed
5,197,14.530409281457073,19,893.6601462985165,1,RL
5,198,12.882968364068287,22,735.6855635616536,1,Fixed
5,198,65.34121294604202,400,653.4121294604203,0,RL
5,199,21.51891873244013,15,1010.663579442029,1,Fixed
5,199,40.299413303343286,400,402.9941330334329,0,RL
5,200,9.703888549686877,47,782.2424578506839,1,Fixed
5,200,12.201658766365764,27,842.7599488056253,1,RL
5,201,10.664225313824959,14,722.9487054853204,1,Fixed
5,201,8.192817424067822,21,654.0429847261063,1,RL
5,202,12.359713558597479,14,852.8208888466918,1,Fixed
5,202,104.13824163666395,400,1041.3824163666395,0,RL
5,203,96.32326328227929,400,963.2326328227929,0,Fixed
5,203,50.51600722726124,400,505.1600722726124,0,RL
5,204,61.59920211573366,400,615.9920211573366,0,Fixed
5,204,141.63405986408534,400,1416.3405986408534,0,RL
5,205,11.875069082764755,15,679.0924113793036,1,Fixed
5,205,10.863033321430784,17,555.002757772875,1,RL
5,206,10.887298744887001,24,791.0901155670199,1,Fixed
5,206,14.220411423531974,21,794.4355177475463,1,RL
5,207,12.438745967606772,16,785.1343577732548,1,Fixed
5,207,11.785093743982795,17,994.0705960922817,1,RL
5,208,19.380770837386116,23,801.2315326765115,1,Fixed
5,208,59.69622605699097,400,596.9622605699097,0,RL
5,209,84.4738498456646,400,844.738498456646,0,Fixed
5,209,13.85393669849491,27,954.4009504530521,1,RL
5,210,15.00175964301322,20,721.1563772187935,1,Fixed
5,210,50.12070532541332,400,501.2070532541332,0,RL
5,211,26.544483699326683,24,1019.1578473122211,1,Fixed
5,211,10.171117741392234,166,887.6475600891874,1,RL
5,212,69.69384829862531,400,696.9384829862531,0,Fixed
5,212,11.863526566770958,23,903.1862968057146,1,RL
5,213,23.44357271919666,21,1072.6656338417295,1,Fixed
5,213,80.72195505053472,400,807.2195505053471,0,RL
5,214,18.056021378137316,20,820.5120835161671,1,Fixed
5,214,10.257101390776928,14,728.9914489198287,1,RL
5,215,10.706366743058675,18,775.0422723198053,1,Fixed
5,215,53.94252228354321,400,539.4252228354321,0,RL
5,216,25.946619852245068,19,953.5169154723606,1,Fixed
5,216,11.516171173862423,15,581.6777473523662,1,RL
5,217,15.82333615346175,34,1023.6877970099215,1,Fixed
5,217,44.8917666257199,400,448.917666257199,0,RL
5,218,12.401089924958262,16,729.409753411608,1,Fixed
5,218,75.77786779685405,400,757.7786779685405,0,RL
5,219,71.36939948974798,400,713.6939948974798,0,Fixed
5,219,24.94982404210284,21,1042.6473945086748,1,RL
5,220,13.016291471239786,16,633.8531676855957,1,Fixed
5,220,72.06961158540142,400,720.6961158540142,0,RL
5,221,20.157080206048164,15,827.3437772896293,1,Fixed
5,221,32.90617288312019,24,1175.464276762073,1,RL
5,222,7.827435436868834,20,906.4769621284428,1,Fixed
5,222,17.584080389202974,18,779.4474259291607,1,RL
5,223,68.93157897135522,400,689.3157897135522,0,Fixed
5,223,29.549075466534457,400,295.4907546653446,0,RL
5,224,19.240162205062056,20,850.7506539163111,1,Fixed
5,224,22.469010342387882,57,816.0731829823162,1,RL
5,225,24.23832323583513,20,793.2051555204483,1,Fixed
5,225,12.616797887242154,18,892.4008372803391,1,RL
5,226,14.582467211203284,15,819.644283605239,1,Fixed
5,226,22.978292459529253,14,672.0534301053814,1,RL
5,227,22.14852649101031,26,982.847282507942,1,Fixed
5,227,75.62388364029728,400,756.2388364029728,0,RL
5,228,68.76304220401266,400,687.6304220401266,0,Fixed
5,228,23.056951962605474,27,1044.8908533455003,1,RL
5,229,13.849315514986293,25,891.074729444512,1,Fixed
5,229,64.83250794994942,400,648.3250794994941,0,RL
5,230,88.30395142552717,400,883.0395142552718,0,Fixed
5,230,54.637664602198285,400,546.3766460219829,0,RL
5,231,29.406817278140117,23,965.8830262573993,1,Fixed
5,231,9.984032768717027,16,1059.7137973665865,1,RL
5,232,91.49993269446942,400,914.9993269446942,0,Fixed
5,232,58.65528980803144,400,586.5528980803144,0,RL
5,233,10.490926213119602,17,857.1292642393394,1,Fixed
5,233,13.174490050112036,51,996.1156807958367,1,RL
5,234,21.21636236732295,19,748.8226621125557,1,Fixed
5,234,53.76662613220278,400,537.6662613220278,0,RL
5,235,14.672237880068078,16,650.561479406607,1,Fixed
5,235,126.50090335973206,400,1265.0090335973207,0,RL
5,236,15.773759330636642,24,1059.9005072520924,1,Fixed
5,236,73.84072894967369,400,738.4072894967369,0,RL
5,237,16.60504317454042,18,809.8336594310263,1,Fixed
5,237,10.776699343316439,15,639.7724982264483,1,RL
5,238,12.928474764581143,21,691.0647458578859,1,Fixed
5,238,66.88658319550555,400,668.8658319550555,0,RL
5,239,19.106986368859165,22,1015.4282646055101,1,Fixed
5,239,96.83392496740154,400,968.3392496740154,0,RL
5,240,16.804784731363945,11,835.7993830939137,1,Fixed
5,240,89.94419789541715,400,899.4419789541714,0,RL
5,241,27.01443573183832,23,788.5093628337332,1,Fixed
5,241,47.043864288274165,400,470.43864288274165,0,RL
5,242,78.98415020833036,400,789.8415020833036,0,Fixed
5,242,14.427355528180684,32,1377.0147928904794,1,RL
5,243,15.377499408489001,20,873.3164405604647,1,Fixed
5,243,58.11965558050349,400,581.1965558050349,0,RL
5,244,19.93048178873287,16,650.9507714006359,1,Fixed
5,244,23.09293122247926,30,986.0330664184635,1,RL
5,245,85.48224028164624,400,854.8224028164624,0,Fixed
5,245,12.741841809228664,20,674.138780935617,1,RL
5,246,21.229867969658635,16,891.8964637378227,1,Fixed
5,246,7.470201786955916,23,391.7539661277152,1,RL
5,247,9.071243669840106,25,676.8498315896693,1,Fixed
5,247,21.89298001557132,14,890.6884532339491,1,RL
5,248,22.905179998845906,15,870.9564641022038,1,Fixed
